50	80	100
16174.0	16174.0	16174.0
45621.0	45621.0	45621.0
427.0	427.0	427.0
33163.0	33163.0	33163.0
15500.0	15500.0	15500.0
49854.0	35170.0	35170.0
35170.0	29038.0	29038.0
29038.0	26112.0	26112.0
26112.0	12591.0	12591.0
12591.0	18488.0	18488.0
28333.0	48737.0	48737.0
38027.0	21396.0	21396.0
18488.0	18545.0	26058.0
48737.0	26058.0	24226.0
21396.0	24226.0	35648.0
18545.0	35648.0	3294.0
26058.0	3294.0	14366.0
7443.0	14366.0	37314.0
24226.0	37314.0	7313.0
35648.0	48797.0	11321.0
3294.0	7313.0	27958.0
3199.0	37605.0	49210.0
34212.0	18977.0	26426.0
14366.0	11321.0	42104.0
37314.0	27958.0	45058.0
48797.0	49210.0	49407.0
7313.0	26426.0	3860.0
37605.0	42104.0	14143.0
18977.0	45058.0	43643.0
11321.0	49407.0	25575.0
27958.0	3860.0	32059.0
49210.0	14143.0	21080.0
26426.0	43643.0	11236.0
42320.0	25575.0	36155.0
42104.0	32059.0	46018.0
45058.0	21080.0	10587.0
49407.0	14773.0	31204.0
3860.0	5897.0	29813.0
14143.0	11236.0	36097.0
43643.0	36155.0	31722.0
25575.0	46018.0	39404.0
32059.0	10587.0	50333.0
5293.0	31204.0	12558.0
21080.0	29813.0	8843.0
14773.0	36097.0	24278.0
5897.0	31722.0	22785.0
11236.0	39404.0	49601.0
10045.0	50333.0	38804.0
36155.0	12558.0	35007.0
46018.0	8843.0	35803.0
10587.0	24278.0	18948.0
13140.0	22785.0	2018.0
31204.0	49601.0	34757.0
2560.0	38804.0	44418.0
19920.0	35007.0	2169.0
29813.0	35803.0	50604.0
36097.0	18948.0	46578.0
31722.0	2018.0	6273.0
39404.0	34757.0	37843.0
50333.0	44418.0	38979.0
12558.0	2169.0	38708.0
8843.0	50604.0	23436.0
27459.0	46578.0	603.0
9897.0	6273.0	7544.0
24278.0	37843.0	20978.0
22785.0	38979.0	3633.0
49601.0	38708.0	23669.0
38804.0	23436.0	13873.0
35007.0	603.0	42561.0
35803.0	1827.0	968.0
18948.0	7544.0	11279.0
27164.0	23027.0	47832.0
2018.0	16124.0	15490.0
34757.0	20978.0	26415.0
44418.0	3633.0	9094.0
2169.0	23669.0	31849.0
50604.0	13873.0	22425.0
46578.0	42561.0	23374.0
6273.0	968.0	43456.0
37843.0	11279.0	30674.0
38979.0	47832.0	40405.0
38708.0	9954.0	13090.0
23436.0	3975.0	29782.0
689.0	49159.0	18366.0
603.0	15490.0	39158.0
1827.0	26415.0	26338.0
24864.0	9094.0	28377.0
7544.0	21977.0	12596.0
23027.0	31849.0	18962.0
16124.0	22425.0	21125.0
20978.0	23374.0	18249.0
3633.0	43456.0	747.0
23669.0	30674.0	38715.0
13873.0	40405.0	38259.0
42561.0	13090.0	29371.0
968.0	29655.0	12119.0
11279.0	19897.0	18306.0
47832.0	29782.0	24937.0
9954.0	18366.0	28199.0
3975.0	26954.0	20318.0
2442.0	39158.0	3310.0
38362.0	26338.0	7241.0
49159.0	28377.0	34573.0
15490.0	12596.0	1581.0
26415.0	8016.0	6372.0
9094.0	18962.0	20830.0
21977.0	21125.0	9637.0
31849.0	18249.0	2546.0
29775.0	747.0	30201.0
22425.0	38715.0	38931.0
23374.0	38259.0	15400.0
32417.0	29371.0	29810.0
49580.0	12119.0	4785.0
43456.0	18306.0	1308.0
30674.0	24937.0	40419.0
40405.0	28199.0	8982.0
13090.0	49761.0	43702.0
29655.0	20318.0	22936.0
19897.0	3310.0	41959.0
29782.0	7241.0	11302.0
18366.0	37609.0	13396.0
26954.0	27946.0	9832.0
39158.0	34573.0	49243.0
26338.0	1581.0	41076.0
35430.0	482.0	3572.0
28377.0	6372.0	49998.0
12596.0	49873.0	17825.0
19373.0	32480.0	7638.0
19511.0	4166.0	42220.0
8016.0	9991.0	40539.0
5799.0	20830.0	31600.0
18962.0	9637.0	15138.0
21125.0	2546.0	1043.0
18249.0	30201.0	24930.0
747.0	50181.0	38470.0
38715.0	38931.0	48524.0
38259.0	15400.0	37457.0
29371.0	29810.0	32790.0
12119.0	10778.0	20339.0
18306.0	46152.0	5245.0
24937.0	4785.0	13706.0
28199.0	1308.0	45836.0
49761.0	40419.0	3189.0
20318.0	8982.0	40033.0
3310.0	43702.0	26764.0
32113.0	9903.0	30203.0
42156.0	22936.0	22568.0
7241.0	22705.0	33982.0
37609.0	41959.0	13693.0
27946.0	37038.0	16281.0
34573.0	11302.0	46563.0
1581.0	13396.0	48155.0
482.0	1404.0	23346.0
3154.0	9832.0	20832.0
6372.0	13724.0	17894.0
49873.0	49243.0	31909.0
32480.0	41076.0	22257.0
4166.0	3572.0	11892.0
9991.0	49998.0	36726.0
20830.0	33183.0	9761.0
9637.0	17825.0	40725.0
2546.0	7638.0	29019.0
36086.0	42220.0	35083.0
30201.0	40539.0	18538.0
50181.0	38760.0	21416.0
38931.0	4411.0	16953.0
15400.0	31600.0	49892.0
29810.0	15138.0	39548.0
10778.0	1043.0	50590.0
46152.0	24930.0	21457.0
4785.0	38470.0	5686.0
8617.0	48524.0	4299.0
1308.0	37457.0	7281.0
48116.0	42807.0	22904.0
40419.0	32790.0	28783.0
8982.0	40204.0	33535.0
43702.0	20339.0	42564.0
9903.0	5245.0	11904.0
22936.0	13706.0	47154.0
22705.0	45836.0	17913.0
41959.0	24958.0	51052.0
37038.0	3189.0	6674.0
11302.0	40033.0	44280.0
13396.0	26764.0	37640.0
1404.0	16804.0	23273.0
11524.0	30203.0	46963.0
9832.0	22568.0	10925.0
13724.0	33982.0	14418.0
49243.0	13693.0	11007.0
41076.0	16281.0	28935.0
3572.0	46563.0	49838.0
49998.0	48155.0	36678.0
33183.0	23346.0	37244.0
17825.0	20832.0	9488.0
7638.0	17894.0	12084.0
32485.0	31909.0	11766.0
34231.0	22257.0	28937.0
5324.0	11892.0	36743.0
42220.0	36726.0	8290.0
40539.0	36393.0	16571.0
38760.0	9761.0	18988.0
4411.0	40725.0	19948.0
29237.0	29019.0	17295.0
31600.0	35083.0	11896.0
15138.0	18538.0	4253.0
1043.0	21416.0	18534.0
24930.0	7348.0	39860.0
38470.0	16953.0	44345.0
48524.0	49892.0	46179.0
37457.0	11648.0	23168.0
42807.0	21119.0	7050.0
3258.0	39548.0	49315.0
32790.0	15882.0	38571.0
40204.0	50590.0	5839.0
20339.0	19821.0	20409.0
42627.0	1445.0	44593.0
5245.0	738.0	46588.0
24364.0	21457.0	25168.0
37961.0	5686.0	9809.0
13706.0	10176.0	4288.0
45836.0	4299.0	29062.0
23160.0	7281.0	18951.0
24958.0	22904.0	49069.0
42222.0	4472.0	29629.0
3189.0	28783.0	42116.0
32943.0	33535.0	12612.0
18594.0	42564.0	51067.0
26949.0	11904.0	34680.0
40033.0	47154.0	2271.0
26764.0	17913.0	6033.0
32243.0	51052.0	30364.0
16804.0	6674.0	25990.0
30203.0	44280.0	12876.0
22568.0	37640.0	18752.0
33982.0	23273.0	42452.0
13693.0	46963.0	32491.0
16281.0	10925.0	27171.0
46563.0	14418.0	40142.0
48155.0	11007.0	42499.0
5275.0	28935.0	27723.0
29614.0	49838.0	24318.0
23346.0	47200.0	35329.0
20832.0	36678.0	44281.0
17894.0	45161.0	31952.0
31909.0	37244.0	14329.0
22257.0	17406.0	17973.0
11892.0	9488.0	49540.0
36726.0	12084.0	35160.0
36393.0	21516.0	9080.0
27495.0	11766.0	35736.0
9761.0	28937.0	37657.0
40725.0	36743.0	31525.0
29019.0	4458.0	7736.0
35083.0	24802.0	39414.0
18538.0	8290.0	6897.0
21416.0	42521.0	24123.0
20758.0	8853.0	35230.0
7348.0	13835.0	20191.0
16953.0	16571.0	42276.0
49892.0	5868.0	48185.0
3974.0	18988.0	10639.0
46447.0	19948.0	36488.0
6095.0	26099.0	4426.0
11648.0	30412.0	13290.0
21119.0	17295.0	27475.0
42180.0	8700.0	18965.0
39548.0	11896.0	16819.0
15882.0	4253.0	51101.0
50590.0	39161.0	34710.0
19821.0	18534.0	37990.0
1445.0	35917.0	25125.0
19294.0	39860.0	2185.0
738.0	44345.0	43897.0
21457.0	46179.0	4759.0
5686.0	23168.0	27186.0
10176.0	7050.0	18737.0
4299.0	49315.0	40238.0
7281.0	38571.0	41201.0
22904.0	5839.0	26044.0
4472.0	20409.0	8709.0
10552.0	49028.0	39192.0
28783.0	44593.0	24615.0
33535.0	46588.0	40073.0
42564.0	25168.0	30276.0
11904.0	18829.0	32599.0
47154.0	9809.0	2186.0
17913.0	4288.0	924.0
51052.0	29062.0	10279.0
6674.0	40753.0	47942.0
44280.0	18951.0	25429.0
37640.0	49069.0	27361.0
23273.0	29629.0	49894.0
46963.0	42116.0	259.0
10925.0	12612.0	6677.0
14418.0	51067.0	5109.0
11007.0	34680.0	22208.0
28935.0	2271.0	618.0
10670.0	6033.0	17639.0
49838.0	3174.0	34170.0
47200.0	30364.0	12727.0
31605.0	30640.0	26009.0
36678.0	25990.0	34285.0
45161.0	12876.0	41167.0
27593.0	36941.0	32343.0
39108.0	18752.0	13737.0
37244.0	42452.0	44537.0
17406.0	32491.0	32359.0
318.0	27171.0	3787.0
9488.0	7455.0	2357.0
12084.0	40142.0	9638.0
46111.0	5166.0	6258.0
4712.0	42499.0	34779.0
12273.0	27646.0	35555.0
10738.0	27723.0	3304.0
21516.0	24318.0	18895.0
11766.0	35329.0	37471.0
28937.0	44281.0	30058.0
36743.0	30785.0	34664.0
4458.0	31952.0	21767.0
38768.0	14329.0	44646.0
24802.0	17973.0	37059.0
8290.0	49540.0	42252.0
42521.0	35160.0	27584.0
26136.0	50607.0	25047.0
428.0	9080.0	22561.0
8853.0	35736.0	31594.0
13835.0	37657.0	23359.0
16571.0	20417.0	15799.0
33705.0	31525.0	26499.0
19188.0	7736.0	33674.0
5868.0	299.0	9400.0
36773.0	39414.0	43562.0
18988.0	6897.0	26282.0
85.0	24123.0	45675.0
19948.0	35230.0	40740.0
